"Time (UTCG)","Semi-major Axis (km)","Eccentricity","Inclination (deg)","RAAN (deg)","Arg of Perigee (deg)","True Anomaly (deg)","Mean Anomaly (deg)"
14 Jul 2024 22:24:00.000,6612.123717,0.001085,28.354,302.387,53.992,70.364,70.246
14 Jul 2024 22:24:30.000,6612.265815,0.001065,28.355,302.383,55.595,70.783,70.668
14 Jul 2024 22:25:00.000,6612.411599,0.001043,28.356,302.380,57.272,71.129,71.016
14 Jul 2024 22:25:30.000,6612.560475,0.001020,28.357,302.376,59.025,71.399,71.289
14 Jul 2024 22:26:00.000,6612.711763,0.000997,28.359,302.373,60.854,71.592,71.484
14 Jul 2024 22:26:30.000,6612.864644,0.000972,28.360,302.370,62.762,71.706,71.600
14 Jul 2024 22:27:00.000,6613.018165,0.000945,28.361,302.368,64.749,71.741,71.638
14 Jul 2024 22:27:30.000,6613.171306,0.000918,28.363,302.365,66.815,71.696,71.596
14 Jul 2024 22:28:00.000,6613.323078,0.000889,28.364,302.363,68.961,71.571,71.475
14 Jul 2024 22:28:30.000,6613.472595,0.000859,28.365,302.361,71.190,71.363,71.270
14 Jul 2024 22:29:00.000,6613.619105,0.000828,28.366,302.359,73.506,71.067,70.977
14 Jul 2024 22:29:30.000,6613.761957,0.000795,28.368,302.357,75.917,70.676,70.590
14 Jul 2024 22:30:00.000,6613.900530,0.000762,28.369,302.355,78.432,70.181,70.099
14 Jul 2024 22:30:30.000,6614.034160,0.000728,28.370,302.354,81.063,69.571,69.492
14 Jul 2024 22:31:00.000,6614.162105,0.000692,28.371,302.353,83.822,68.831,68.757
14 Jul 2024 22:31:30.000,6614.283561,0.000656,28.372,302.352,86.727,67.946,67.876
14 Jul 2024 22:32:00.000,6614.397728,0.000619,28.373,302.351,89.797,66.895,66.829
14 Jul 2024 22:32:30.000,6614.503883,0.000581,28.374,302.350,93.059,65.651,65.590
14 Jul 2024 22:33:00.000,6614.601437,0.000543,28.375,302.349,96.551,64.178,64.122
14 Jul 2024 22:33:30.000,6614.689938,0.000504,28.375,302.349,100.323,62.424,62.373
14 Jul 2024 22:34:00.000,6614.769022,0.000465,28.376,302.349,104.443,60.323,60.277
14 Jul 2024 22:34:30.000,6614.838344,0.000427,28.377,302.348,109.002,57.783,57.741
14 Jul 2024 22:35:00.000,6614.897504,0.000388,28.377,302.348,114.123,54.679,54.643
14 Jul 2024 22:35:30.000,6614.946030,0.000351,28.378,302.348,119.972,50.848,50.817
14 Jul 2024 22:36:00.000,6614.983407,0.000315,28.378,302.348,126.770,46.069,46.043
14 Jul 2024 22:36:30.000,6615.009159,0.000281,28.378,302.348,134.803,40.054,40.033
14 Jul 2024 22:37:00.000,6615.022935,0.000251,28.379,302.348,144.412,32.463,32.448
14 Jul 2024 22:37:30.000,6615.024577,0.000226,28.379,302.348,155.914,22.979,22.969
14 Jul 2024 22:38:00.000,6615.014136,0.000208,28.379,302.348,169.390,11.520,11.516
14 Jul 2024 22:38:30.000,6614.991836,0.000200,28.379,302.348,184.363,358.565,358.566
14 Jul 2024 22:39:00.000,6614.957997,0.000203,28.378,302.348,199.686,345.260,345.266
14 Jul 2024 22:39:30.000,6614.912966,0.000215,28.378,302.347,214.018,332.946,332.958
14 Jul 2024 22:40:00.000,6614.857065,0.000237,28.378,302.347,226.513,322.469,322.486
14 Jul 2024 22:40:30.000,6614.790589,0.000264,28.377,302.347,237.004,313.996,314.018
14 Jul 2024 22:41:00.000,6614.713837,0.000296,28.377,302.347,245.726,307.292,307.319
14 Jul 2024 22:41:30.000,6614.627156,0.000331,28.376,302.347,253.032,302.004,302.036
14 Jul 2024 22:42:00.000,6614.530977,0.000367,28.376,302.346,259.245,297.810,297.847
14 Jul 2024 22:42:30.000,6614.425826,0.000405,28.375,302.346,264.621,294.452,294.495
14 Jul 2024 22:43:00.000,6614.312300,0.000443,28.374,302.345,269.352,291.740,291.787
14 Jul 2024 22:43:30.000,6614.191034,0.000482,28.373,302.344,273.580,289.531,289.583
14 Jul 2024 22:44:00.000,6614.062672,0.000520,28.372,302.343,277.408,287.722,287.779
14 Jul 2024 22:44:30.000,6613.927845,0.000558,28.371,302.342,280.914,286.235,286.296
14 Jul 2024 22:45:00.000,6613.787180,0.000596,28.370,302.341,284.157,285.011,285.077
14 Jul 2024 22:45:30.000,6613.641302,0.000633,28.369,302.340,287.180,284.008,284.078
14 Jul 2024 22:46:00.000,6613.490838,0.000669,28.368,302.338,290.017,283.190,283.264
14 Jul 2024 22:46:30.000,6613.336401,0.000705,28.366,302.336,292.696,282.531,282.610
14 Jul 2024 22:47:00.000,6613.178570,0.000739,28.365,302.335,295.236,282.012,282.094
14 Jul 2024 22:47:30.000,6613.017875,0.000773,28.364,302.333,297.654,281.613,281.700
14 Jul 2024 22:48:00.000,6612.854810,0.000805,28.363,302.330,299.966,281.323,281.413
14 Jul 2024 22:48:30.000,6612.689883,0.000837,28.361,302.328,302.180,281.129,281.223
14 Jul 2024 22:49:00.000,6612.523701,0.000867,28.360,302.325,304.306,281.024,281.122
14 Jul 2024 22:49:30.000,6612.357040,0.000896,28.359,302.322,306.347,281.005,281.106
14 Jul 2024 22:50:00.000,6612.190886,0.000924,28.358,302.319,308.305,281.069,281.173
14 Jul 2024 22:50:30.000,6612.026402,0.000950,28.356,302.316,310.178,281.217,281.324
14 Jul 2024 22:51:00.000,6611.864818,0.000975,28.355,302.313,311.967,281.451,281.560
14 Jul 2024 22:51:30.000,6611.707286,0.000999,28.354,302.309,313.668,281.771,281.883
14 Jul 2024 22:52:00.000,6611.554734,0.001021,28.353,302.305,315.284,282.179,282.293
14 Jul 2024 22:52:30.000,6611.407795,0.001042,28.352,302.301,316.815,282.670,282.787
14 Jul 2024 22:53:00.000,6611.266840,0.001063,28.350,302.297,318.266,283.243,283.361
14 Jul 2024 22:53:30.000,6611.132110,0.001082,28.349,302.293,319.641,283.892,284.012
14 Jul 2024 22:54:00.000,6611.003902,0.001100,28.348,302.289,320.940,284.616,284.738
14 Jul 2024 22:54:30.000,6610.882739,0.001117,28.347,302.284,322.166,285.415,285.538
14 Jul 2024 22:55:00.000,6610.769448,0.001134,28.347,302.279,323.314,286.291,286.415
14 Jul 2024 22:55:30.000,6610.665100,0.001149,28.346,302.275,324.382,287.248,287.374
14 Jul 2024 22:56:00.000,6610.570832,0.001164,28.345,302.270,325.364,288.290,288.417
14 Jul 2024 22:56:30.000,6610.487601,0.001178,28.344,302.265,326.260,289.420,289.547
14 Jul 2024 22:57:00.000,6610.415962,0.001192,28.344,302.259,327.070,290.635,290.763
14 Jul 2024 22:57:30.000,6610.355950,0.001206,28.343,302.254,327.800,291.931,292.059
14 Jul 2024 22:58:00.000,6610.307112,0.001220,28.343,302.249,328.458,293.298,293.426
14 Jul 2024 22:58:30.000,6610.268679,0.001234,28.343,302.244,329.054,294.728,294.856
14 Jul 2024 22:59:00.000,6610.239816,0.001248,28.342,302.238,329.598,296.210,296.338
14 Jul 2024 22:59:30.000,6610.219864,0.001263,28.342,302.233,330.097,297.737,297.865
14 Jul 2024 23:00:00.000,6610.208506,0.001278,28.342,302.227,330.556,299.305,299.433
14 Jul 2024 23:00:30.000,6610.205803,0.001293,28.342,302.222,330.977,300.911,301.038
14 Jul 2024 23:01:00.000,6610.212120,0.001309,28.342,302.216,331.361,302.554,302.680
14 Jul 2024 23:01:30.000,6610.227975,0.001325,28.343,302.211,331.709,304.233,304.358
14 Jul 2024 23:02:00.000,6610.253887,0.001342,28.343,302.206,332.022,305.946,306.070
14 Jul 2024 23:02:30.000,6610.290274,0.001360,28.343,302.200,332.305,307.690,307.813
14 Jul 2024 23:03:00.000,6610.337412,0.001379,28.344,302.195,332.562,309.461,309.583
14 Jul 2024 23:03:30.000,6610.395442,0.001399,28.344,302.190,332.797,311.253,311.373
14 Jul 2024 23:04:00.000,6610.464399,0.001420,28.345,302.185,333.017,313.060,313.179
14 Jul 2024 23:04:30.000,6610.544210,0.001443,28.346,302.180,333.230,314.875,314.992
14 Jul 2024 23:05:00.000,6610.634664,0.001467,28.346,302.175,333.442,316.690,316.805
14 Jul 2024 23:05:30.000,6610.735361,0.001492,28.347,302.171,333.663,318.497,318.610
14 Jul 2024 23:06:00.000,6610.845664,0.001520,28.348,302.166,333.900,320.287,320.399
14 Jul 2024 23:06:30.000,6610.964705,0.001548,28.349,302.162,334.162,322.053,322.162
14 Jul 2024 23:07:00.000,6611.091451,0.001578,28.350,302.157,334.457,323.786,323.893
14 Jul 2024 23:07:30.000,6611.224821,0.001609,28.351,302.153,334.790,325.480,325.585
14 Jul 2024 23:08:00.000,6611.363808,0.001642,28.353,302.149,335.166,327.132,327.234
14 Jul 2024 23:08:30.000,6611.507572,0.001675,28.354,302.146,335.588,328.738,328.837
14 Jul 2024 23:09:00.000,6611.655454,0.001709,28.355,302.142,336.057,330.297,330.394
14 Jul 2024 23:09:30.000,6611.806921,0.001743,28.356,302.139,336.573,331.808,331.902
14 Jul 2024 23:10:00.000,6611.961456,0.001778,28.357,302.135,337.138,333.271,333.363
14 Jul 2024 23:10:30.000,6612.118444,0.001814,28.359,302.132,337.751,334.685,334.774
14 Jul 2024 23:11:00.000,6612.277099,0.001850,28.360,302.130,338.414,336.050,336.136
14 Jul 2024 23:11:30.000,6612.436456,0.001886,28.361,302.127,339.127,337.365,337.448
14 Jul 2024 23:12:00.000,6612.595426,0.001922,28.362,302.124,339.889,338.630,338.710
14 Jul 2024 23:12:30.000,6612.752882,0.001958,28.364,302.122,340.700,339.846,339.923
14 Jul 2024 23:13:00.000,6612.907734,0.001993,28.365,302.120,341.559,341.015,341.089
14 Jul 2024 23:13:30.000,6613.058983,0.002028,28.366,302.118,342.463,342.138,342.210
14 Jul 2024 23:14:00.000,6613.205726,0.002061,28.367,302.116,343.409,343.219,343.287
14 Jul 2024 23:14:30.000,6613.347146,0.002094,28.369,302.115,344.396,344.260,344.325
14 Jul 2024 23:15:00.000,6613.482494,0.002125,28.370,302.114,345.421,345.263,345.324
14 Jul 2024 23:15:30.000,6613.611102,0.002155,28.371,302.112,346.480,346.231,346.289
14 Jul 2024 23:16:00.000,6613.732396,0.002184,28.372,302.111,347.570,347.167,347.223
14 Jul 2024 23:16:30.000,6613.845907,0.002211,28.373,302.110,348.690,348.074,348.127
14 Jul 2024 23:17:00.000,6613.951257,0.002236,28.374,302.110,349.837,348.955,349.004
14 Jul 2024 23:17:30.000,6614.048084,0.002259,28.374,302.109,351.007,349.811,349.857
14 Jul 2024 23:18:00.000,6614.135954,0.002281,28.375,302.108,352.200,350.645,350.688
14 Jul 2024 23:18:30.000,6614.214269,0.002301,28.376,302.108,353.414,351.459,351.498
14 Jul 2024 23:19:00.000,6614.282247,0.002318,28.377,302.108,354.647,352.253,352.288
14 Jul 2024 23:19:30.000,6614.338994,0.002333,28.377,302.107,355.897,353.030,353.062
14 Jul 2024 23:20:00.000,6614.383673,0.002346,28.377,302.107,357.161,353.793,353.822
14 Jul 2024 23:20:30.000,6614.415720,0.002356,28.378,302.107,358.436,354.544,354.570
14 Jul 2024 23:21:00.000,6614.435022,0.002364,28.378,302.107,359.718,355.289,355.311
14 Jul 2024 23:21:30.000,6614.441979,0.002369,28.378,302.107,1.004,356.030,356.049
14 Jul 2024 23:22:00.000,6614.437409,0.002371,28.378,302.107,2.290,356.770,356.786
14 Jul 2024 23:22:30.000,6614.422303,0.002372,28.378,302.107,3.576,357.512,357.524
14 Jul 2024 23:23:00.000,6614.397516,0.002370,28.378,302.107,4.859,358.256,358.264
14 Jul 2024 23:23:30.000,6614.363513,0.002366,28.378,302.107,6.139,359.003,359.007
14 Jul 2024 23:24:00.000,6614.320249,0.002360,28.378,302.107,7.417,359.751,359.753
14 Jul 2024 23:24:30.000,6614.267254,0.002352,28.378,302.107,8.692,0.503,0.501
14 Jul 2024 23:25:00.000,6614.203879,0.002342,28.377,302.107,9.963,1.260,1.254
14 Jul 2024 23:25:30.000,6614.129604,0.002329,28.377,302.106,11.227,2.023,2.014
14 Jul 2024 23:26:00.000,6614.044294,0.002314,28.376,302.106,12.480,2.797,2.784
14 Jul 2024 23:26:30.000,6613.948289,0.002297,28.375,302.106,13.720,3.584,3.568
14 Jul 2024 23:27:00.000,6613.842302,0.002277,28.375,302.105,14.943,4.388,4.368
14 Jul 2024 23:27:30.000,6613.727183,0.002256,28.374,302.105,16.148,5.211,5.187
14 Jul 2024 23:28:00.000,6613.603645,0.002233,28.373,302.104,17.332,6.054,6.027
14 Jul 2024 23:28:30.000,6613.472098,0.002207,28.372,302.103,18.494,6.919,6.889
14 Jul 2024 23:29:00.000,6613.332652,0.002181,28.371,302.102,19.632,7.809,7.775
14 Jul 2024 23:29:30.000,6613.185310,0.002152,28.370,302.101,20.743,8.726,8.689
14 Jul 2024 23:30:00.000,6613.030262,0.002122,28.369,302.099,21.821,9.675,9.634
14 Jul 2024 23:30:30.000,6612.868145,0.002090,28.368,302.098,22.864,10.660,10.616
14 Jul 2024 23:31:00.000,6612.700159,0.002057,28.366,302.096,23.866,11.686,11.638
14 Jul 2024 23:31:30.000,6612.527963,0.002023,28.365,302.094,24.824,12.756,12.705
14 Jul 2024 23:32:00.000,6612.353394,0.001989,28.364,302.092,25.737,13.871,13.816
14 Jul 2024 23:32:30.000,6612.178110,0.001954,28.363,302.090,26.605,15.031,14.973
14 Jul 2024 23:33:00.000,6612.003301,0.001919,28.361,302.087,27.428,16.236,16.175
14 Jul 2024 23:33:30.000,6611.829588,0.001884,28.360,302.085,28.207,17.485,17.420
14 Jul 2024 23:34:00.000,6611.657142,0.001848,28.359,302.082,28.942,18.778,18.710
14 Jul 2024 23:34:30.000,6611.485981,0.001813,28.358,302.079,29.631,20.117,20.046
14 Jul 2024 23:35:00.000,6611.316311,0.001778,28.356,302.076,30.272,21.505,21.430
14 Jul 2024 23:35:30.000,6611.148784,0.001744,28.355,302.072,30.861,22.944,22.866
14 Jul 2024 23:36:00.000,6610.984554,0.001710,28.354,302.069,31.399,24.434,24.354
14 Jul 2024 23:36:30.000,6610.825129,0.001676,28.353,302.065,31.887,25.975,25.891
14 Jul 2024 23:37:00.000,6610.672081,0.001644,28.352,302.061,32.328,27.562,27.475
14 Jul 2024 23:37:30.000,6610.526740,0.001613,28.351,302.057,32.729,29.190,29.100
14 Jul 2024 23:38:00.000,6610.389973,0.001583,28.350,302.053,33.095,30.852,30.759
14 Jul 2024 23:38:30.000,6610.262157,0.001555,28.349,302.048,33.433,32.542,32.446
14 Jul 2024 23:39:00.000,6610.143311,0.001528,28.348,302.044,33.748,34.256,34.157
14 Jul 2024 23:39:30.000,6610.033325,0.001502,28.347,302.039,34.043,35.990,35.888
14 Jul 2024 23:40:00.000,6609.932185,0.001478,28.346,302.035,34.322,37.739,37.636
14 Jul 2024 23:40:30.000,6609.840096,0.001455,28.345,302.030,34.588,39.501,39.395
14 Jul 2024 23:41:00.000,6609.757465,0.001433,28.345,302.025,34.849,41.269,41.160
14 Jul 2024 23:41:30.000,6609.684796,0.001413,28.344,302.020,35.109,43.036,42.926
14 Jul 2024 23:42:00.000,6609.622553,0.001393,28.344,302.014,35.377,44.797,44.685
14 Jul 2024 23:42:30.000,6609.571070,0.001375,28.343,302.009,35.659,46.543,46.429
14 Jul 2024 23:43:00.000,6609.530579,0.001359,28.343,302.004,35.961,48.269,48.152
14 Jul 2024 23:43:30.000,6609.501304,0.001343,28.343,301.998,36.292,49.966,49.848
14 Jul 2024 23:44:00.000,6609.483590,0.001329,28.343,301.993,36.657,51.629,51.509
14 Jul 2024 23:44:30.000,6609.477965,0.001315,28.343,301.988,37.065,53.248,53.127
14 Jul 2024 23:45:00.000,6609.485087,0.001303,28.343,301.982,37.527,54.814,54.692
14 Jul 2024 23:45:30.000,6609.505570,0.001291,28.343,301.977,38.053,56.315,56.192
14 Jul 2024 23:46:00.000,6609.539744,0.001280,28.343,301.971,38.651,57.744,57.620
14 Jul 2024 23:46:30.000,6609.587453,0.001269,28.343,301.966,39.330,59.092,58.967
14 Jul 2024 23:47:00.000,6609.647971,0.001259,28.344,301.961,40.092,60.357,60.232
14 Jul 2024 23:47:30.000,6609.720095,0.001249,28.344,301.956,40.935,61.541,61.415
14 Jul 2024 23:48:00.000,6609.802374,0.001238,28.345,301.950,41.855,62.647,62.521
14 Jul 2024 23:48:30.000,6609.893420,0.001226,28.346,301.945,42.846,63.681,63.555
14 Jul 2024 23:49:00.000,6609.992156,0.001214,28.346,301.940,43.905,64.648,64.523
14 Jul 2024 23:49:30.000,6610.097946,0.001202,28.347,301.936,45.029,65.550,65.425
14 Jul 2024 23:50:00.000,6610.210534,0.001188,28.348,301.931,46.218,66.387,66.262
14 Jul 2024 23:50:30.000,6610.329854,0.001174,28.349,301.926,47.475,67.155,67.031
14 Jul 2024 23:51:00.000,6610.455776,0.001159,28.350,301.922,48.803,67.851,67.729
14 Jul 2024 23:51:30.000,6610.587899,0.001142,28.351,301.918,50.204,68.475,68.353
14 Jul 2024 23:52:00.000,6610.725473,0.001125,28.352,301.914,51.677,69.026,68.906
14 Jul 2024 23:52:30.000,6610.867459,0.001107,28.353,301.910,53.221,69.507,69.388
14 Jul 2024 23:53:00.000,6611.012703,0.001087,28.355,301.906,54.830,69.921,69.804
14 Jul 2024 23:53:30.000,6611.160141,0.001066,28.356,301.902,56.502,70.273,70.158
14 Jul 2024 23:54:00.000,6611.308946,0.001044,28.357,301.899,58.235,70.563,70.450
14 Jul 2024 23:54:30.000,6611.458572,0.001020,28.358,301.896,60.029,70.792,70.681
14 Jul 2024 23:55:00.000,6611.608684,0.000996,28.360,301.893,61.887,70.956,70.848
14 Jul 2024 23:55:30.000,6611.759023,0.000970,28.361,301.890,63.814,71.052,70.947
14 Jul 2024 23:56:00.000,6611.909253,0.000943,28.362,301.887,65.814,71.074,70.972
14 Jul 2024 23:56:30.000,6612.058869,0.000915,28.364,301.885,67.893,71.017,70.918
14 Jul 2024 23:57:00.000,6612.207180,0.000885,28.365,301.882,70.054,70.878,70.782
14 Jul 2024 23:57:30.000,6612.353371,0.000855,28.366,301.880,72.301,70.652,70.559
14 Jul 2024 23:58:00.000,6612.496586,0.000823,28.367,301.878,74.640,70.334,70.245
14 Jul 2024 23:58:30.000,6612.636008,0.000791,28.369,301.877,77.075,69.919,69.834
14 Jul 2024 23:59:00.000,6612.770893,0.000757,28.370,301.875,79.616,69.399,69.317
14 Jul 2024 23:59:30.000,6612.900554,0.000722,28.371,301.874,82.275,68.761,68.684
15 Jul 2024 00:00:00.000,6613.024318,0.000687,28.372,301.873,85.064,67.991,67.919
15 Jul 2024 00:00:30.000,6613.141493,0.000650,28.373,301.872,88.002,67.073,67.004
15 Jul 2024 00:01:00.000,6613.251360,0.000613,28.374,301.871,91.112,65.983,65.919
15 Jul 2024 00:01:30.000,6613.353208,0.000575,28.375,301.870,94.422,64.693,64.633
15 Jul 2024 00:02:00.000,6613.446391,0.000537,28.376,301.869,97.968,63.165,63.111
15 Jul 2024 00:02:30.000,6613.530374,0.000499,28.376,301.869,101.802,61.351,61.301
15 Jul 2024 00:03:00.000,6613.604762,0.000460,28.377,301.868,105.991,59.182,59.136
15 Jul 2024 00:03:30.000,6613.669274,0.000422,28.378,301.868,110.627,56.564,56.524
15 Jul 2024 00:04:00.000,6613.723701,0.000384,28.378,301.868,115.836,53.374,53.338
15 Jul 2024 00:04:30.000,6613.767852,0.000347,28.379,301.868,121.788,49.441,49.411
15 Jul 2024 00:05:00.000,6613.801517,0.000312,28.379,301.867,128.705,44.542,44.517
15 Jul 2024 00:05:30.000,6613.824470,0.000279,28.379,301.867,136.869,38.397,38.377
15 Jul 2024 00:06:00.000,6613.836488,0.000250,28.379,301.867,146.599,30.685,30.670
15 Jul 2024 00:06:30.000,6613.837392,0.000227,28.380,301.867,158.158,21.145,21.136
15 Jul 2024 00:07:00.000,6613.827070,0.000211,28.380,301.867,171.539,9.782,9.777
15 Jul 2024 00:07:30.000,6613.805472,0.000205,28.379,301.867,186.201,357.139,357.140
15 Jul 2024 00:08:00.000,6613.772595,0.000208,28.379,301.867,201.036,344.322,344.328
15 Jul 2024 00:08:30.000,6613.728455,0.000222,28.379,301.867,214.854,332.523,332.534
15 Jul 2024 00:09:00.000,6613.673088,0.000243,28.379,301.867,226.938,322.457,322.474
15 Jul 2024 00:09:30.000,6613.606569,0.000270,28.378,301.867,237.162,314.251,314.273
15 Jul 2024 00:10:00.000,6613.529072,0.000302,28.378,301.867,245.741,307.691,307.719
15 Jul 2024 00:10:30.000,6613.440912,0.000336,28.377,301.866,252.989,302.462,302.495
15 Jul 2024 00:11:00.000,6613.342581,0.000372,28.376,301.866,259.198,298.272,298.310
15 Jul 2024 00:11:30.000,6613.234721,0.000410,28.375,301.865,264.601,294.888,294.931
15 Jul 2024 00:12:00.000,6613.118056,0.000447,28.375,301.865,269.376,292.132,292.180
15 Jul 2024 00:12:30.000,6612.993303,0.000485,28.374,301.864,273.656,289.871,289.923
15 Jul 2024 00:13:00.000,6612.861095,0.000523,28.373,301.863,277.543,288.004,288.061
15 Jul 2024 00:13:30.000,6612.721957,0.000561,28.372,301.862,281.111,286.455,286.517
15 Jul 2024 00:14:00.000,6612.576349,0.000598,28.371,301.861,284.421,285.165,285.231
15 Jul 2024 00:14:30.000,6612.424762,0.000635,28.369,301.859,287.517,284.090,284.160
15 Jul 2024 00:15:00.000,6612.267822,0.000670,28.368,301.858,290.430,283.197,283.272
15 Jul 2024 00:15:30.000,6612.106361,0.000705,28.367,301.856,293.183,282.464,282.543
15 Jul 2024 00:16:00.000,6611.941416,0.000739,28.366,301.854,295.793,281.875,281.958
15 Jul 2024 00:16:30.000,6611.774147,0.000772,28.365,301.852,298.270,281.419,281.505
15 Jul 2024 00:17:00.000,6611.605708,0.000804,28.363,301.850,300.624,281.086,281.177
15 Jul 2024 00:17:30.000,6611.437116,0.000834,28.362,301.847,302.862,280.870,280.964
15 Jul 2024 00:18:00.000,6611.269176,0.000864,28.361,301.844,304.992,280.761,280.859
15 Jul 2024 00:18:30.000,6611.102490,0.000892,28.359,301.841,307.023,280.752,280.853
15 Jul 2024 00:19:00.000,6610.937531,0.000919,28.358,301.838,308.963,280.834,280.938
15 Jul 2024 00:19:30.000,6610.774770,0.000945,28.357,301.835,310.818,281.003,281.109
15 Jul 2024 00:20:00.000,6610.614777,0.000970,28.356,301.832,312.590,281.253,281.362
15 Jul 2024 00:20:30.000,6610.458261,0.000994,28.354,301.828,314.283,281.583,281.694
15 Jul 2024 00:21:00.000,6610.306039,0.001016,28.353,301.824,315.896,281.993,282.107
15 Jul 2024 00:21:30.000,6610.158946,0.001037,28.352,301.820,317.429,282.484,282.600
15 Jul 2024 00:22:00.000,6610.017733,0.001057,28.351,301.816,318.882,283.055,283.173
15 Jul 2024 00:22:30.000,6609.883013,0.001076,28.350,301.812,320.256,283.705,283.825
15 Jul 2024 00:23:00.000,6609.755269,0.001094,28.349,301.807,321.552,284.434,284.555
15 Jul 2024 00:23:30.000,6609.634932,0.001111,28.348,301.803,322.771,285.239,285.362
15 Jul 2024 00:24:00.000,6609.522479,0.001127,28.347,301.798,323.914,286.121,286.245
15 Jul 2024 00:24:30.000,6609.418505,0.001142,28.346,301.793,324.981,287.080,287.205
15 Jul 2024 00:25:00.000,6609.323722,0.001157,28.346,301.788,325.969,288.117,288.243
15 Jul 2024 00:25:30.000,6609.238882,0.001171,28.345,301.783,326.877,289.235,289.362
15 Jul 2024 00:26:00.000,6609.164644,0.001185,28.344,301.778,327.704,290.433,290.560
15 Jul 2024 00:26:30.000,6609.101453,0.001199,28.344,301.773,328.453,291.710,291.838
15 Jul 2024 00:27:00.000,6609.049488,0.001212,28.344,301.767,329.127,293.063,293.191
15 Jul 2024 00:27:30.000,6609.008699,0.001225,28.343,301.762,329.730,294.487,294.614
15 Jul 2024 00:28:00.000,6608.978944,0.001239,28.343,301.757,330.267,295.976,296.103
15 Jul 2024 00:28:30.000,6608.960154,0.001253,28.343,301.751,330.745,297.525,297.652
15 Jul 2024 00:29:00.000,6608.952463,0.001267,28.343,301.746,331.165,299.132,299.259
15 Jul 2024 00:29:30.000,6608.956243,0.001283,28.343,301.740,331.531,300.793,300.920
15 Jul 2024 00:30:00.000,6608.972009,0.001298,28.343,301.735,331.845,302.507,302.632
15 Jul 2024 00:30:30.000,6609.000222,0.001315,28.343,301.730,332.111,304.268,304.392
15 Jul 2024 00:31:00.000,6609.041065,0.001333,28.344,301.724,332.337,306.069,306.192
15 Jul 2024 00:31:30.000,6609.094271,0.001352,28.344,301.719,332.533,307.901,308.023
15 Jul 2024 00:32:00.000,6609.159059,0.001373,28.345,301.714,332.712,309.750,309.871
15 Jul 2024 00:32:30.000,6609.234218,0.001395,28.345,301.709,332.886,311.604,311.723
15 Jul 2024 00:33:00.000,6609.318304,0.001419,28.346,301.704,333.069,313.448,313.566
15 Jul 2024 00:33:30.000,6609.409887,0.001443,28.347,301.699,333.272,315.274,315.390
15 Jul 2024 00:34:00.000,6609.507771,0.001469,28.347,301.694,333.502,317.072,317.187
15 Jul 2024 00:34:30.000,6609.611130,0.001496,28.348,301.689,333.762,318.840,318.952
15 Jul 2024 00:35:00.000,6609.719538,0.001524,28.349,301.685,334.056,320.575,320.685
15 Jul 2024 00:35:30.000,6609.832898,0.001553,28.350,301.680,334.382,322.276,322.385
15 Jul 2024 00:36:00.000,6609.951319,0.001582,28.351,301.676,334.742,323.945,324.051
15 Jul 2024 00:36:30.000,6610.074982,0.001613,28.352,301.672,335.135,325.580,325.684
15 Jul 2024 00:37:00.000,6610.204026,0.001644,28.354,301.668,335.562,327.180,327.283
15 Jul 2024 00:37:30.000,6610.338470,0.001677,28.355,301.664,336.026,328.745,328.845
15 Jul 2024 00:38:00.000,6610.478151,0.001710,28.356,301.661,336.527,330.273,330.370
15 Jul 2024 00:38:30.000,6610.622686,0.001744,28.357,301.657,337.068,331.759,331.854
15 Jul 2024 00:39:00.000,6610.771440,0.001778,28.358,301.654,337.652,333.203,333.295
15 Jul 2024 00:39:30.000,6610.923513,0.001813,28.360,301.651,338.282,334.602,334.691
15 Jul 2024 00:40:00.000,6611.077768,0.001849,28.361,301.648,338.959,335.953,336.039
15 Jul 2024 00:40:30.000,6611.232907,0.001884,28.362,301.646,339.684,337.255,337.339
15 Jul 2024 00:41:00.000,6611.387596,0.001920,28.364,301.643,340.458,338.510,338.590
15 Jul 2024 00:41:30.000,6611.540605,0.001955,28.365,301.641,341.279,339.717,339.794
15 Jul 2024 00:42:00.000,6611.690937,0.001990,28.366,301.639,342.145,340.879,340.953
15 Jul 2024 00:42:30.000,6611.837876,0.002024,28.367,301.637,343.053,341.999,342.071
15 Jul 2024 00:43:00.000,6611.980966,0.002057,28.369,301.635,343.999,343.080,343.149
15 Jul 2024 00:43:30.000,6612.119897,0.002089,28.370,301.634,344.982,344.125,344.191
15 Jul 2024 00:44:00.000,6612.254360,0.002121,28.371,301.633,345.999,345.136,345.198
15 Jul 2024 00:44:30.000,6612.383909,0.002151,28.372,301.631,347.049,346.114,346.173
15 Jul 2024 00:45:00.000,6612.507882,0.002180,28.373,301.630,348.131,347.059,347.115
15 Jul 2024 00:45:30.000,6612.625413,0.002207,28.374,301.629,349.244,347.974,348.027
15 Jul 2024 00:46:00.000,6612.735512,0.002233,28.375,301.629,350.386,348.859,348.908
15 Jul 2024 00:46:30.000,6612.837173,0.002257,28.375,301.628,351.557,349.716,349.762
15 Jul 2024 00:47:00.000,6612.929485,0.002280,28.376,301.628,352.753,350.548,350.591
15 Jul 2024 00:47:30.000,6613.011683,0.002300,28.377,301.627,353.972,351.357,351.396
15 Jul 2024 00:48:00.000,6613.083156,0.002318,28.377,301.627,355.211,352.145,352.181
