"Time (UTCG)","Semi-major Axis (km)","Eccentricity","Inclination (deg)","RAAN (deg)","Arg of Perigee (deg)","True Anomaly (deg)","Mean Anomaly (deg)"
6 Jul 2024 21:00:00.000,6680.519170,0.000435,28.507,3.758,103.574,263.311,263.361
6 Jul 2024 21:00:30.000,6680.475629,0.000487,28.506,3.758,103.734,265.139,265.195
6 Jul 2024 21:01:00.000,6680.420415,0.000540,28.506,3.757,104.244,266.616,266.678
6 Jul 2024 21:01:30.000,6680.353783,0.000591,28.505,3.757,105.008,267.840,267.907
6 Jul 2024 21:02:00.000,6680.276200,0.000642,28.505,3.757,105.958,268.878,268.951
6 Jul 2024 21:02:30.000,6680.188299,0.000692,28.504,3.756,107.043,269.780,269.859
6 Jul 2024 21:03:00.000,6680.090806,0.000741,28.503,3.756,108.228,270.583,270.668
6 Jul 2024 21:03:30.000,6679.984448,0.000789,28.503,3.755,109.486,271.314,271.405
6 Jul 2024 21:04:00.000,6679.869884,0.000836,28.502,3.755,110.796,271.992,272.088
6 Jul 2024 21:04:30.000,6679.747683,0.000882,28.501,3.754,112.146,272.631,272.731
6 Jul 2024 21:05:00.000,6679.618346,0.000926,28.500,3.753,113.525,273.240,273.346
6 Jul 2024 21:05:30.000,6679.482360,0.000969,28.499,3.752,114.925,273.830,273.940
6 Jul 2024 21:06:00.000,6679.340255,0.001010,28.498,3.750,116.339,274.405,274.520
6 Jul 2024 21:06:30.000,6679.192645,0.001051,28.497,3.749,117.761,274.973,275.093
6 Jul 2024 21:07:00.000,6679.040233,0.001089,28.495,3.747,119.184,275.539,275.664
6 Jul 2024 21:07:30.000,6678.883785,0.001126,28.494,3.745,120.604,276.110,276.238
6 Jul 2024 21:08:00.000,6678.724102,0.001162,28.493,3.743,122.014,276.690,276.822
6 Jul 2024 21:08:30.000,6678.561987,0.001196,28.492,3.741,123.411,277.284,277.420
6 Jul 2024 21:09:00.000,6678.398249,0.001228,28.490,3.739,124.790,277.896,278.036
6 Jul 2024 21:09:30.000,6678.233714,0.001259,28.489,3.736,126.147,278.531,278.673
6 Jul 2024 21:10:00.000,6678.069252,0.001288,28.488,3.734,127.478,279.191,279.337
6 Jul 2024 21:10:30.000,6677.905789,0.001316,28.487,3.731,128.780,279.882,280.030
6 Jul 2024 21:11:00.000,6677.744302,0.001342,28.485,3.728,130.047,280.606,280.757
6 Jul 2024 21:11:30.000,6677.585769,0.001366,28.484,3.724,131.277,281.369,281.523
6 Jul 2024 21:12:00.000,6677.431122,0.001389,28.483,3.721,132.465,282.174,282.330
6 Jul 2024 21:12:30.000,6677.281184,0.001411,28.482,3.717,133.609,283.023,283.181
6 Jul 2024 21:13:00.000,6677.136645,0.001431,28.481,3.714,134.708,283.918,284.077
6 Jul 2024 21:13:30.000,6676.998061,0.001450,28.480,3.710,135.759,284.861,285.021
6 Jul 2024 21:14:00.000,6676.865886,0.001468,28.479,3.706,136.763,285.851,286.012
6 Jul 2024 21:14:30.000,6676.740524,0.001484,28.478,3.701,137.720,286.889,287.052
6 Jul 2024 21:15:00.000,6676.622362,0.001500,28.477,3.697,138.627,287.976,288.139
6 Jul 2024 21:15:30.000,6676.511796,0.001515,28.476,3.693,139.487,289.112,289.276
6 Jul 2024 21:16:00.000,6676.409216,0.001529,28.475,3.688,140.297,290.297,290.461
6 Jul 2024 21:16:30.000,6676.314980,0.001542,28.474,3.683,141.057,291.532,291.696
6 Jul 2024 21:17:00.000,6676.229397,0.001555,28.474,3.678,141.769,292.817,292.981
6 Jul 2024 21:17:30.000,6676.152715,0.001568,28.473,3.674,142.432,294.150,294.314
6 Jul 2024 21:18:00.000,6676.085147,0.001580,28.472,3.668,143.047,295.531,295.694
6 Jul 2024 21:18:30.000,6676.026906,0.001592,28.472,3.663,143.615,296.960,297.122
6 Jul 2024 21:19:00.000,6675.978248,0.001603,28.472,3.658,144.137,298.434,298.596
6 Jul 2024 21:19:30.000,6675.939480,0.001615,28.471,3.653,144.615,299.954,300.114
6 Jul 2024 21:20:00.000,6675.910948,0.001627,28.471,3.648,145.048,301.518,301.677
6 Jul 2024 21:20:30.000,6675.892982,0.001639,28.471,3.643,145.439,303.125,303.282
6 Jul 2024 21:21:00.000,6675.885832,0.001652,28.471,3.637,145.791,304.771,304.927
6 Jul 2024 21:21:30.000,6675.889612,0.001666,28.471,3.632,146.106,306.454,306.607
6 Jul 2024 21:22:00.000,6675.904283,0.001680,28.471,3.627,146.389,308.168,308.320
6 Jul 2024 21:22:30.000,6675.929678,0.001695,28.471,3.622,146.647,309.910,310.058
6 Jul 2024 21:23:00.000,6675.965556,0.001711,28.472,3.617,146.883,311.672,311.818
6 Jul 2024 21:23:30.000,6676.011670,0.001728,28.472,3.611,147.103,313.450,313.594
6 Jul 2024 21:24:00.000,6676.067814,0.001747,28.473,3.606,147.312,315.240,315.381
6 Jul 2024 21:24:30.000,6676.133826,0.001766,28.473,3.601,147.515,317.036,317.173
6 Jul 2024 21:25:00.000,6676.209563,0.001787,28.474,3.597,147.717,318.833,318.967
6 Jul 2024 21:25:30.000,6676.294843,0.001809,28.475,3.592,147.922,320.626,320.758
6 Jul 2024 21:26:00.000,6676.389399,0.001832,28.475,3.587,148.136,322.412,322.540
6 Jul 2024 21:26:30.000,6676.492862,0.001857,28.476,3.583,148.364,324.183,324.308
6 Jul 2024 21:27:00.000,6676.604782,0.001883,28.477,3.578,148.610,325.936,326.057
6 Jul 2024 21:27:30.000,6676.724674,0.001910,28.478,3.574,148.879,327.666,327.783
6 Jul 2024 21:28:00.000,6676.852071,0.001938,28.479,3.570,149.175,329.369,329.482
6 Jul 2024 21:28:30.000,6676.986538,0.001967,28.480,3.566,149.502,331.042,331.151
6 Jul 2024 21:29:00.000,6677.127641,0.001998,28.481,3.562,149.862,332.681,332.786
6 Jul 2024 21:29:30.000,6677.274873,0.002029,28.482,3.559,150.259,334.283,334.384
6 Jul 2024 21:30:00.000,6677.427563,0.002062,28.484,3.555,150.696,335.846,335.942
6 Jul 2024 21:30:30.000,6677.584804,0.002095,28.485,3.552,151.176,337.365,337.458
6 Jul 2024 21:31:00.000,6677.745450,0.002128,28.486,3.549,151.700,338.840,338.928
6 Jul 2024 21:31:30.000,6677.908180,0.002162,28.487,3.546,152.272,340.268,340.351
6 Jul 2024 21:32:00.000,6678.071631,0.002196,28.488,3.543,152.890,341.649,341.728
6 Jul 2024 21:32:30.000,6678.234542,0.002230,28.490,3.541,153.554,342.983,343.058
6 Jul 2024 21:33:00.000,6678.395881,0.002263,28.491,3.538,154.263,344.274,344.344
6 Jul 2024 21:33:30.000,6678.554886,0.002295,28.492,3.536,155.014,345.522,345.587
6 Jul 2024 21:34:00.000,6678.711027,0.002327,28.493,3.534,155.805,346.730,346.792
6 Jul 2024 21:34:30.000,6678.863896,0.002358,28.495,3.532,156.632,347.902,347.959
6 Jul 2024 21:35:00.000,6679.013073,0.002388,28.496,3.531,157.494,349.039,349.090
6 Jul 2024 21:35:30.000,6679.158020,0.002417,28.497,3.529,158.390,350.141,350.189
6 Jul 2024 21:36:00.000,6679.298033,0.002445,28.498,3.528,159.319,351.212,351.255
6 Jul 2024 21:36:30.000,6679.432287,0.002471,28.499,3.527,160.277,352.252,352.290
6 Jul 2024 21:37:00.000,6679.559918,0.002495,28.500,3.526,161.265,353.263,353.297
6 Jul 2024 21:37:30.000,6679.680131,0.002518,28.501,3.525,162.278,354.248,354.277
6 Jul 2024 21:38:00.000,6679.792268,0.002539,28.502,3.524,163.316,355.209,355.234
6 Jul 2024 21:38:30.000,6679.895817,0.002558,28.503,3.523,164.375,356.149,356.168
6 Jul 2024 21:39:00.000,6679.990361,0.002575,28.503,3.523,165.453,357.069,357.084
6 Jul 2024 21:39:30.000,6680.075492,0.002590,28.504,3.522,166.548,357.972,357.982
6 Jul 2024 21:40:00.000,6680.150737,0.002603,28.505,3.522,167.658,358.860,358.866
6 Jul 2024 21:40:30.000,6680.215537,0.002613,28.505,3.522,168.781,359.735,359.737
6 Jul 2024 21:41:00.000,6680.269285,0.002621,28.506,3.522,169.914,0.601,0.598
6 Jul 2024 21:41:30.000,6680.311423,0.002626,28.506,3.521,171.054,1.459,1.451
6 Jul 2024 21:42:00.000,6680.341548,0.002629,28.506,3.521,172.199,2.312,2.300
6 Jul 2024 21:42:30.000,6680.359495,0.002629,28.507,3.521,173.344,3.165,3.148
6 Jul 2024 21:43:00.000,6680.365353,0.002627,28.507,3.521,174.488,4.019,3.998
6 Jul 2024 21:43:30.000,6680.359418,0.002622,28.507,3.521,175.627,4.878,4.852
6 Jul 2024 21:44:00.000,6680.342092,0.002615,28.507,3.521,176.760,5.743,5.714
6 Jul 2024 21:44:30.000,6680.313777,0.002605,28.507,3.521,177.883,6.618,6.583
6 Jul 2024 21:45:00.000,6680.274800,0.002593,28.506,3.521,178.996,7.502,7.464
6 Jul 2024 21:45:30.000,6680.225403,0.002578,28.506,3.521,180.097,8.399,8.356
6 Jul 2024 21:46:00.000,6680.165787,0.002562,28.506,3.521,181.185,9.310,9.262
6 Jul 2024 21:46:30.000,6680.096188,0.002543,28.505,3.521,182.256,10.237,10.185
6 Jul 2024 21:47:00.000,6680.016959,0.002522,28.505,3.521,183.309,11.181,11.125
6 Jul 2024 21:47:30.000,6679.928600,0.002500,28.504,3.520,184.342,12.146,12.086
6 Jul 2024 21:48:00.000,6679.831736,0.002475,28.503,3.520,185.352,13.134,13.069
6 Jul 2024 21:48:30.000,6679.727043,0.002449,28.503,3.519,186.339,14.145,14.077
6 Jul 2024 21:49:00.000,6679.615163,0.002421,28.502,3.519,187.300,15.182,15.109
6 Jul 2024 21:49:30.000,6679.496625,0.002391,28.501,3.518,188.233,16.246,16.170
6 Jul 2024 21:50:00.000,6679.371822,0.002361,28.500,3.517,189.138,17.339,17.258
6 Jul 2024 21:50:30.000,6679.241041,0.002329,28.499,3.516,190.012,18.463,18.378
6 Jul 2024 21:51:00.000,6679.104548,0.002296,28.498,3.514,190.853,19.620,19.532
6 Jul 2024 21:51:30.000,6678.962686,0.002261,28.497,3.513,191.658,20.813,20.721
6 Jul 2024 21:52:00.000,6678.815953,0.002226,28.495,3.511,192.423,22.045,21.950
6 Jul 2024 21:52:30.000,6678.665038,0.002190,28.494,3.510,193.148,23.319,23.220
6 Jul 2024 21:53:00.000,6678.510811,0.002153,28.493,3.508,193.828,24.636,24.534
6 Jul 2024 21:53:30.000,6678.354261,0.002116,28.492,3.505,194.464,25.999,25.893
6 Jul 2024 21:54:00.000,6678.196421,0.002079,28.491,3.503,195.052,27.408,27.299
6 Jul 2024 21:54:30.000,6678.038290,0.002042,28.489,3.501,195.595,28.864,28.751
6 Jul 2024 21:55:00.000,6677.880781,0.002005,28.488,3.498,196.090,30.367,30.251
6 Jul 2024 21:55:30.000,6677.724695,0.001969,28.487,3.495,196.539,31.916,31.797
6 Jul 2024 21:56:00.000,6677.570723,0.001933,28.486,3.492,196.942,33.511,33.388
6 Jul 2024 21:56:30.000,6677.419472,0.001897,28.484,3.489,197.300,35.150,35.025
6 Jul 2024 21:57:00.000,6677.271490,0.001863,28.483,3.486,197.614,36.834,36.706
6 Jul 2024 21:57:30.000,6677.127300,0.001829,28.482,3.482,197.885,38.561,38.430
6 Jul 2024 21:58:00.000,6676.987424,0.001796,28.481,3.478,198.116,40.328,40.195
6 Jul 2024 21:58:30.000,6676.852407,0.001764,28.480,3.474,198.308,42.134,41.998
6 Jul 2024 21:59:00.000,6676.722832,0.001733,28.479,3.470,198.464,43.975,43.838
6 Jul 2024 21:59:30.000,6676.599323,0.001704,28.478,3.466,198.588,45.849,45.709
6 Jul 2024 22:00:00.000,6676.482538,0.001675,28.477,3.462,198.685,47.750,47.608
6 Jul 2024 22:00:30.000,6676.373142,0.001648,28.476,3.458,198.760,49.673,49.529
6 Jul 2024 22:01:00.000,6676.271776,0.001622,28.475,3.453,198.818,51.612,51.466
6 Jul 2024 22:01:30.000,6676.179019,0.001598,28.474,3.448,198.867,53.560,53.413
6 Jul 2024 22:02:00.000,6676.095359,0.001575,28.474,3.443,198.913,55.512,55.363
6 Jul 2024 22:02:30.000,6676.021192,0.001553,28.473,3.439,198.961,57.460,57.310
6 Jul 2024 22:03:00.000,6675.956824,0.001532,28.473,3.434,199.020,59.399,59.248
6 Jul 2024 22:03:30.000,6675.902501,0.001513,28.472,3.429,199.093,61.322,61.170
6 Jul 2024 22:04:00.000,6675.858425,0.001494,28.472,3.423,199.189,63.224,63.071
6 Jul 2024 22:04:30.000,6675.824766,0.001477,28.472,3.418,199.311,65.099,64.945
6 Jul 2024 22:05:00.000,6675.801641,0.001459,28.471,3.413,199.465,66.941,66.787
6 Jul 2024 22:05:30.000,6675.789084,0.001443,28.471,3.408,199.655,68.747,68.593
6 Jul 2024 22:06:00.000,6675.787017,0.001427,28.471,3.403,199.886,70.512,70.358
6 Jul 2024 22:06:30.000,6675.795236,0.001411,28.471,3.398,200.160,72.234,72.080
6 Jul 2024 22:07:00.000,6675.813434,0.001396,28.471,3.392,200.477,73.913,73.759
6 Jul 2024 22:07:30.000,6675.841268,0.001380,28.472,3.387,200.839,75.546,75.393
6 Jul 2024 22:08:00.000,6675.878436,0.001364,28.472,3.382,201.246,77.135,76.982
6 Jul 2024 22:08:30.000,6675.924760,0.001348,28.472,3.377,201.698,78.677,78.526
6 Jul 2024 22:09:00.000,6675.980214,0.001331,28.473,3.372,202.198,80.172,80.022
6 Jul 2024 22:09:30.000,6676.044905,0.001314,28.473,3.367,202.747,81.618,81.469
6 Jul 2024 22:10:00.000,6676.118984,0.001297,28.474,3.363,203.349,83.011,82.863
6 Jul 2024 22:10:30.000,6676.202524,0.001278,28.475,3.358,204.005,84.348,84.202
6 Jul 2024 22:11:00.000,6676.295402,0.001259,28.475,3.353,204.718,85.629,85.486
6 Jul 2024 22:11:30.000,6676.397225,0.001239,28.476,3.349,205.485,86.855,86.714
6 Jul 2024 22:12:00.000,6676.507328,0.001218,28.477,3.345,206.306,88.028,87.889
6 Jul 2024 22:12:30.000,6676.624847,0.001195,28.478,3.341,207.174,89.153,89.016
6 Jul 2024 22:13:00.000,6676.748839,0.001172,28.479,3.336,208.085,90.234,90.100
6 Jul 2024 22:13:30.000,6676.878408,0.001146,28.480,3.333,209.035,91.278,91.146
6 Jul 2024 22:14:00.000,6677.012786,0.001120,28.481,3.329,210.017,92.288,92.159
6 Jul 2024 22:14:30.000,6677.151345,0.001092,28.482,3.325,211.029,93.267,93.142
6 Jul 2024 22:15:00.000,6677.293534,0.001062,28.483,3.322,212.068,94.220,94.099
6 Jul 2024 22:15:30.000,6677.438777,0.001031,28.485,3.319,213.129,95.150,95.033
6 Jul 2024 22:16:00.000,6677.586365,0.000998,28.486,3.316,214.209,96.062,95.948
6 Jul 2024 22:16:30.000,6677.735400,0.000964,28.487,3.313,215.299,96.962,96.853
6 Jul 2024 22:17:00.000,6677.884808,0.000929,28.488,3.310,216.390,97.862,97.756
6 Jul 2024 22:17:30.000,6678.033433,0.000892,28.489,3.308,217.471,98.772,98.671
6 Jul 2024 22:18:00.000,6678.180166,0.000853,28.491,3.305,218.527,99.705,99.609
6 Jul 2024 22:18:30.000,6678.324082,0.000813,28.492,3.303,219.547,100.675,100.584
6 Jul 2024 22:19:00.000,6678.464527,0.000772,28.493,3.301,220.515,101.696,101.609
6 Jul 2024 22:19:30.000,6678.601137,0.000730,28.494,3.299,221.421,102.780,102.698
6 Jul 2024 22:20:00.000,6678.733779,0.000687,28.495,3.298,222.249,103.941,103.865
6 Jul 2024 22:20:30.000,6678.862452,0.000643,28.496,3.296,222.983,105.196,105.124
6 Jul 2024 22:21:00.000,6678.987170,0.000598,28.497,3.295,223.601,106.566,106.500
6 Jul 2024 22:21:30.000,6679.107873,0.000552,28.498,3.294,224.072,108.083,108.023
6 Jul 2024 22:22:00.000,6679.224393,0.000506,28.499,3.293,224.350,109.794,109.739
6 Jul 2024 22:22:30.000,6679.336460,0.000459,28.500,3.292,224.367,111.765,111.716
6 Jul 2024 22:23:00.000,6679.443739,0.000411,28.501,3.291,224.023,114.097,114.053
6 Jul 2024 22:23:30.000,6679.545874,0.000363,28.502,3.291,223.165,116.942,116.905
6 Jul 2024 22:24:00.000,6679.642498,0.000316,28.503,3.290,221.548,120.547,120.516
6 Jul 2024 22:24:30.000,6679.733219,0.000269,28.503,3.290,218.763,125.320,125.295
6 Jul 2024 22:25:00.000,6679.817574,0.000224,28.504,3.289,214.100,131.970,131.951
6 Jul 2024 22:25:30.000,6679.894976,0.000182,28.504,3.289,206.302,141.756,141.743
6 Jul 2024 22:26:00.000,6679.964689,0.000147,28.505,3.289,193.374,156.671,156.665
6 Jul 2024 22:26:30.000,6680.025838,0.000127,28.505,3.289,173.728,178.305,178.304
6 Jul 2024 22:27:00.000,6680.077466,0.000129,28.505,3.289,150.709,203.311,203.316
6 Jul 2024 22:27:30.000,6680.118626,0.000153,28.505,3.289,131.946,224.061,224.073
6 Jul 2024 22:28:00.000,6680.148503,0.000190,28.506,3.289,119.943,238.051,238.069
6 Jul 2024 22:28:30.000,6680.166505,0.000235,28.506,3.289,112.871,247.111,247.135
6 Jul 2024 22:29:00.000,6680.172328,0.000284,28.505,3.289,108.796,253.173,253.204
6 Jul 2024 22:29:30.000,6680.165971,0.000334,28.505,3.289,106.527,257.429,257.466
6 Jul 2024 22:30:00.000,6680.147703,0.000385,28.505,3.289,105.385,260.558,260.602
6 Jul 2024 22:30:30.000,6680.117978,0.000437,28.505,3.289,104.974,262.957,263.007
6 Jul 2024 22:31:00.000,6680.077342,0.000489,28.504,3.288,105.055,264.863,264.919
6 Jul 2024 22:31:30.000,6680.026320,0.000540,28.504,3.288,105.479,266.427,266.489
6 Jul 2024 22:32:00.000,6679.965333,0.000591,28.503,3.288,106.149,267.745,267.813
6 Jul 2024 22:32:30.000,6679.894647,0.000641,28.502,3.288,107.002,268.880,268.954
6 Jul 2024 22:33:00.000,6679.814377,0.000691,28.502,3.287,107.995,269.875,269.954
6 Jul 2024 22:33:30.000,6679.724543,0.000739,28.501,3.286,109.100,270.758,270.843
6 Jul 2024 22:34:00.000,6679.625167,0.000787,28.500,3.286,110.296,271.551,271.641
6 Jul 2024 22:34:30.000,6679.516392,0.000834,28.499,3.285,111.564,272.272,272.368
6 Jul 2024 22:35:00.000,6679.398592,0.000879,28.498,3.284,112.889,272.936,273.036
6 Jul 2024 22:35:30.000,6679.272440,0.000923,28.497,3.283,114.256,273.557,273.663
6 Jul 2024 22:36:00.000,6679.138902,0.000966,28.496,3.282,115.652,274.151,274.261
6 Jul 2024 22:36:30.000,6678.999157,0.001007,28.495,3.280,117.062,274.730,274.845
6 Jul 2024 22:37:00.000,6678.854461,0.001047,28.494,3.279,118.476,275.307,275.426
6 Jul 2024 22:37:30.000,6678.705982,0.001085,28.492,3.277,119.883,275.890,276.013
6 Jul 2024 22:38:00.000,6678.554660,0.001122,28.491,3.275,121.279,276.485,276.612
6 Jul 2024 22:38:30.000,6678.401137,0.001157,28.490,3.273,122.659,277.095,277.226
6 Jul 2024 22:39:00.000,6678.245773,0.001191,28.489,3.271,124.024,277.721,277.856
6 Jul 2024 22:39:30.000,6678.088757,0.001223,28.487,3.268,125.373,278.363,278.502
6 Jul 2024 22:40:00.000,6677.930266,0.001254,28.486,3.266,126.707,279.021,279.163
6 Jul 2024 22:40:30.000,6677.770628,0.001283,28.485,3.263,128.024,279.696,279.841
6 Jul 2024 22:41:00.000,6677.610432,0.001311,28.484,3.260,129.322,280.390,280.538
6 Jul 2024 22:41:30.000,6677.450559,0.001337,28.482,3.257,130.596,281.109,281.259
6 Jul 2024 22:42:00.000,6677.292113,0.001361,28.481,3.253,131.841,281.857,282.010
6 Jul 2024 22:42:30.000,6677.136303,0.001384,28.480,3.250,133.050,282.641,282.796
6 Jul 2024 22:43:00.000,6676.984294,0.001405,28.479,3.246,134.218,283.466,283.623
6 Jul 2024 22:43:30.000,6676.837105,0.001425,28.478,3.242,135.342,284.336,284.494
6 Jul 2024 22:44:00.000,6676.695563,0.001444,28.477,3.238,136.419,285.253,285.413
6 Jul 2024 22:44:30.000,6676.560336,0.001461,28.476,3.234,137.446,286.220,286.381
6 Jul 2024 22:45:00.000,6676.432011,0.001477,28.475,3.230,138.424,287.238,287.399
6 Jul 2024 22:45:30.000,6676.311186,0.001492,28.474,3.225,139.349,288.307,288.470
6 Jul 2024 22:46:00.000,6676.198518,0.001506,28.473,3.221,140.220,289.431,289.594
6 Jul 2024 22:46:30.000,6676.094728,0.001520,28.472,3.216,141.036,290.611,290.774
6 Jul 2024 22:47:00.000,6676.000541,0.001532,28.471,3.211,141.794,291.849,292.012
6 Jul 2024 22:47:30.000,6675.916601,0.001544,28.471,3.206,142.493,293.146,293.309
6 Jul 2024 22:48:00.000,6675.843392,0.001556,28.470,3.201,143.134,294.502,294.664
6 Jul 2024 22:48:30.000,6675.781202,0.001568,28.470,3.196,143.718,295.914,296.076
6 Jul 2024 22:49:00.000,6675.730136,0.001579,28.469,3.191,144.248,297.381,297.542
6 Jul 2024 22:49:30.000,6675.690178,0.001591,28.469,3.186,144.726,298.900,299.059
6 Jul 2024 22:50:00.000,6675.661263,0.001603,28.469,3.181,145.158,300.466,300.624
6 Jul 2024 22:50:30.000,6675.643341,0.001615,28.469,3.176,145.545,302.076,302.233
6 Jul 2024 22:51:00.000,6675.636390,0.001628,28.469,3.170,145.893,303.726,303.881
6 Jul 2024 22:51:30.000,6675.640390,0.001642,28.469,3.165,146.204,305.412,305.566
6 Jul 2024 22:52:00.000,6675.655272,0.001657,28.469,3.160,146.484,307.131,307.282
6 Jul 2024 22:52:30.000,6675.680865,0.001672,28.469,3.155,146.738,308.875,309.024
6 Jul 2024 22:53:00.000,6675.716879,0.001688,28.469,3.150,146.971,310.641,310.787
6 Jul 2024 22:53:30.000,6675.762925,0.001706,28.470,3.144,147.190,312.421,312.565
6 Jul 2024 22:54:00.000,6675.818576,0.001724,28.470,3.139,147.399,314.210,314.352
6 Jul 2024 22:54:30.000,6675.883435,0.001744,28.471,3.134,147.605,316.003,316.142
6 Jul 2024 22:55:00.000,6675.957181,0.001765,28.471,3.129,147.812,317.795,317.930
6 Jul 2024 22:55:30.000,6676.039573,0.001787,28.472,3.125,148.026,319.580,319.713
6 Jul 2024 22:56:00.000,6676.130410,0.001810,28.473,3.120,148.249,321.356,321.486
6 Jul 2024 22:56:30.000,6676.229452,0.001835,28.473,3.115,148.486,323.118,323.244
6 Jul 2024 22:57:00.000,6676.336351,0.001860,28.474,3.111,148.743,324.861,324.984
6 Jul 2024 22:57:30.000,6676.450608,0.001887,28.475,3.106,149.022,326.581,326.700
6 Jul 2024 22:58:00.000,6676.571584,0.001915,28.476,3.102,149.329,328.273,328.388
6 Jul 2024 22:58:30.000,6676.698549,0.001944,28.477,3.098,149.668,329.934,330.046
6 Jul 2024 22:59:00.000,6676.830762,0.001973,28.478,3.094,150.040,331.561,331.669
6 Jul 2024 22:59:30.000,6676.967540,0.002004,28.480,3.091,150.447,333.153,333.256
6 Jul 2024 23:00:00.000,6677.108290,0.002035,28.481,3.087,150.892,334.707,334.807
6 Jul 2024 23:00:30.000,6677.252492,0.002066,28.482,3.084,151.375,336.224,336.319
6 Jul 2024 23:01:00.000,6677.399657,0.002098,28.483,3.080,151.896,337.702,337.793
6 Jul 2024 23:01:30.000,6677.549260,0.002130,28.484,3.077,152.456,339.142,339.228
6 Jul 2024 23:02:00.000,6677.700701,0.002163,28.486,3.075,153.055,340.542,340.624
6 Jul 2024 23:02:30.000,6677.853294,0.002195,28.487,3.072,153.693,341.903,341.981
6 Jul 2024 23:03:00.000,6678.006301,0.002227,28.488,3.069,154.371,343.225,343.298
6 Jul 2024 23:03:30.000,6678.158984,0.002259,28.489,3.067,155.086,344.508,344.577
6 Jul 2024 23:04:00.000,6678.310650,0.002290,28.491,3.065,155.839,345.755,345.819
6 Jul 2024 23:04:30.000,6678.460672,0.002321,28.492,3.063,156.628,346.965,347.024
6 Jul 2024 23:05:00.000,6678.608466,0.002351,28.493,3.061,157.452,348.140,348.195
6 Jul 2024 23:05:30.000,6678.753444,0.002380,28.494,3.060,158.310,349.281,349.332
6 Jul 2024 23:06:00.000,6678.894947,0.002408,28.495,3.058,159.200,350.390,350.436
6 Jul 2024 23:06:30.000,6679.032204,0.002435,28.496,3.057,160.121,351.467,351.509
6 Jul 2024 23:07:00.000,6679.164327,0.002460,28.497,3.056,161.073,352.514,352.551
6 Jul 2024 23:07:30.000,6679.290347,0.002484,28.498,3.055,162.053,353.533,353.565
6 Jul 2024 23:08:00.000,6679.409277,0.002507,28.499,3.054,163.060,354.524,354.551
6 Jul 2024 23:08:30.000,6679.520191,0.002527,28.500,3.053,164.093,355.490,355.513
6 Jul 2024 23:09:00.000,6679.622277,0.002546,28.501,3.053,165.147,356.434,356.452
6 Jul 2024 23:09:30.000,6679.714871,0.002562,28.501,3.052,166.221,357.359,357.372
6 Jul 2024 23:10:00.000,6679.797447,0.002577,28.502,3.052,167.312,358.266,358.275
6 Jul 2024 23:10:30.000,6679.869602,0.002589,28.503,3.052,168.417,359.159,359.163
6 Jul 2024 23:11:00.000,6679.931031,0.002598,28.503,3.052,169.534,0.041,0.040
6 Jul 2024 23:11:30.000,6679.981514,0.002605,28.503,3.051,170.659,0.913,0.909
6 Jul 2024 23:12:00.000,6680.020919,0.002610,28.504,3.051,171.791,1.779,1.770
6 Jul 2024 23:12:30.000,6680.049214,0.002612,28.504,3.051,172.927,2.642,2.628
6 Jul 2024 23:13:00.000,6680.066467,0.002612,28.504,3.051,174.065,3.502,3.484
6 Jul 2024 23:13:30.000,6680.072836,0.002609,28.504,3.051,175.202,4.363,4.340
6 Jul 2024 23:14:00.000,6680.068538,0.002604,28.504,3.051,176.337,5.226,5.199
6 Jul 2024 23:14:30.000,6680.053801,0.002597,28.504,3.051,177.468,6.093,6.061
6 Jul 2024 23:15:00.000,6680.028825,0.002588,28.504,3.051,178.594,6.965,6.930
6 Jul 2024 23:15:30.000,6679.993764,0.002576,28.503,3.051,179.712,7.845,7.805
6 Jul 2024 23:16:00.000,6679.948721,0.002562,28.503,3.051,180.821,8.734,8.689
6 Jul 2024 23:16:30.000,6679.893778,0.002546,28.502,3.051,181.920,9.633,9.584
6 Jul 2024 23:17:00.000,6679.829020,0.002527,28.502,3.051,183.007,10.544,10.491
6 Jul 2024 23:17:30.000,6679.754554,0.002507,28.501,3.050,184.079,11.470,11.413
6 Jul 2024 23:18:00.000,6679.670511,0.002484,28.501,3.050,185.135,12.412,12.351
6 Jul 2024 23:18:30.000,6679.577028,0.002460,28.500,3.049,186.171,13.374,13.308
6 Jul 2024 23:19:00.000,6679.474232,0.002433,28.499,3.049,187.186,14.356,14.287
6 Jul 2024 23:19:30.000,6679.362239,0.002405,28.498,3.048,188.177,15.364,15.291
6 Jul 2024 23:20:00.000,6679.241188,0.002375,28.497,3.047,189.140,16.399,16.322
6 Jul 2024 23:20:30.000,6679.111313,0.002343,28.496,3.046,190.070,17.466,17.386
6 Jul 2024 23:21:00.000,6678.973027,0.002310,28.495,3.045,190.965,18.569,18.485
6 Jul 2024 23:21:30.000,6678.827004,0.002275,28.494,3.043,191.821,19.712,19.624
6 Jul 2024 23:22:00.000,6678.674220,0.002239,28.493,3.042,192.632,20.898,20.807
6 Jul 2024 23:22:30.000,6678.515922,0.002202,28.492,3.040,193.397,22.131,22.036
6 Jul 2024 23:23:00.000,6678.353542,0.002164,28.491,3.039,194.114,23.413,23.314
6 Jul 2024 23:23:30.000,6678.188564,0.002126,28.489,3.037,194.781,24.744,24.642
6 Jul 2024 23:24:00.000,6678.022383,0.002088,28.488,3.034,195.398,26.124,26.019
