"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
6 Jul 2024 21:00:00.000,-4268.808420,5123.746006,397.923241,-4.709007,-4.211600,3.656552
6 Jul 2024 21:00:30.000,-4407.769577,4994.654790,507.357285,-4.554275,-4.393735,3.638316
6 Jul 2024 21:01:00.000,-4542.018095,4860.167730,616.178221,-4.394859,-4.571290,3.615682
6 Jul 2024 21:01:30.000,-4671.415996,4720.425115,724.254506,-4.230930,-4.744073,3.588678
6 Jul 2024 21:02:00.000,-4795.830484,4575.572953,831.455493,-4.062661,-4.911895,3.557335
6 Jul 2024 21:02:30.000,-4915.134078,4425.762823,937.651590,-3.890234,-5.074574,3.521692
6 Jul 2024 21:03:00.000,-5029.204737,4271.151710,1042.714419,-3.713830,-5.231932,3.481791
6 Jul 2024 21:03:30.000,-5137.925985,4111.901840,1146.516964,-3.533638,-5.383797,3.437681
6 Jul 2024 21:04:00.000,-5241.187021,3948.180510,1248.933727,-3.349848,-5.530002,3.389415
6 Jul 2024 21:04:30.000,-5338.882831,3780.159915,1349.840874,-3.162655,-5.670388,3.337050
6 Jul 2024 21:05:00.000,-5430.914292,3608.016969,1449.116378,-2.972258,-5.804800,3.280650
6 Jul 2024 21:05:30.000,-5517.188271,3431.933120,1546.640168,-2.778857,-5.933091,3.220281
6 Jul 2024 21:06:00.000,-5597.617717,3252.094164,1642.294271,-2.582657,-6.055118,3.156016
6 Jul 2024 21:06:30.000,-5672.121752,3068.690052,1735.962957,-2.383864,-6.170746,3.087933
6 Jul 2024 21:07:00.000,-5740.625748,2881.914685,1827.532875,-2.182689,-6.279847,3.016112
6 Jul 2024 21:07:30.000,-5803.061400,2691.965718,1916.893198,-1.979344,-6.382300,2.940641
6 Jul 2024 21:08:00.000,-5859.366796,2499.044343,2003.935748,-1.774041,-6.477989,2.861610
6 Jul 2024 21:08:30.000,-5909.486470,2303.355086,2088.555137,-1.566998,-6.566808,2.779113
6 Jul 2024 21:09:00.000,-5953.371458,2105.105587,2170.648886,-1.358432,-6.648656,2.693251
6 Jul 2024 21:09:30.000,-5990.979344,1904.506383,2250.117551,-1.148561,-6.723440,2.604125
6 Jul 2024 21:10:00.000,-6022.274299,1701.770683,2326.864845,-0.937607,-6.791075,2.511844
6 Jul 2024 21:10:30.000,-6047.227111,1497.114147,2400.797753,-0.725789,-6.851483,2.416518
6 Jul 2024 21:11:00.000,-6065.815214,1290.754654,2471.826642,-0.513330,-6.904595,2.318262
6 Jul 2024 21:11:30.000,-6078.022699,1082.912069,2539.865372,-0.300451,-6.950346,2.217194
6 Jul 2024 21:12:00.000,-6083.840327,873.808018,2604.831400,-0.087376,-6.988684,2.113436
6 Jul 2024 21:12:30.000,-6083.265533,663.665647,2666.645876,0.125673,-7.019560,2.007112
6 Jul 2024 21:13:00.000,-6076.302421,452.709392,2725.233737,0.338475,-7.042937,1.898350
6 Jul 2024 21:13:30.000,-6062.961755,241.164743,2780.523799,0.550806,-7.058782,1.787281
6 Jul 2024 21:14:00.000,-6043.260950,29.258006,2832.448844,0.762447,-7.067073,1.674038
6 Jul 2024 21:14:30.000,-6017.224048,-182.783933,2880.945695,0.973176,-7.067794,1.558757
6 Jul 2024 21:15:00.000,-5984.881694,-394.733853,2925.955301,1.182774,-7.060938,1.441578
6 Jul 2024 21:15:30.000,-5946.271101,-606.364437,2967.422804,1.391022,-7.046506,1.322641
6 Jul 2024 21:16:00.000,-5901.436011,-817.448519,3005.297607,1.597705,-7.024506,1.202089
6 Jul 2024 21:16:30.000,-5850.426645,-1027.759319,3039.533443,1.802605,-6.994957,1.080067
6 Jul 2024 21:17:00.000,-5793.299646,-1237.070692,3070.088425,2.005511,-6.957883,0.956723
6 Jul 2024 21:17:30.000,-5730.118024,-1445.157368,3096.925106,2.206212,-6.913317,0.832205
6 Jul 2024 21:18:00.000,-5660.951082,-1651.795191,3120.010521,2.404498,-6.861300,0.706664
6 Jul 2024 21:18:30.000,-5585.874345,-1856.761363,3139.316237,2.600164,-6.801882,0.580251
6 Jul 2024 21:19:00.000,-5504.969484,-2059.834681,3154.818383,2.793006,-6.735120,0.453118
6 Jul 2024 21:19:30.000,-5418.324220,-2260.795784,3166.497685,2.982824,-6.661079,0.325420
6 Jul 2024 21:20:00.000,-5326.032241,-2459.427386,3174.339489,3.169421,-6.579833,0.197311
6 Jul 2024 21:20:30.000,-5228.193092,-2655.514514,3178.333777,3.352604,-6.491462,0.068945
6 Jul 2024 21:21:00.000,-5124.912073,-2848.844739,3178.475183,3.532181,-6.396055,-0.059522
6 Jul 2024 21:21:30.000,-5016.300128,-3039.208407,3174.763001,3.707968,-6.293708,-0.187935
6 Jul 2024 21:22:00.000,-4902.473727,-3226.398865,3167.201183,3.879782,-6.184525,-0.316138
6 Jul 2024 21:22:30.000,-4783.554748,-3410.212683,3155.798344,4.047444,-6.068618,-0.443977
6 Jul 2024 21:23:00.000,-4659.670348,-3590.449877,3140.567752,4.210781,-5.946104,-0.571296
6 Jul 2024 21:23:30.000,-4530.952836,-3766.914135,3121.527316,4.369624,-5.817110,-0.697941
6 Jul 2024 21:24:00.000,-4397.539527,-3939.413026,3098.699569,4.523807,-5.681769,-0.823758
6 Jul 2024 21:24:30.000,-4259.572608,-4107.758221,3072.111646,4.673171,-5.540221,-0.948594
6 Jul 2024 21:25:00.000,-4117.198978,-4271.765701,3041.795249,4.817562,-5.392613,-1.072298
6 Jul 2024 21:25:30.000,-3970.570099,-4431.255959,3007.786615,4.956830,-5.239099,-1.194718
6 Jul 2024 21:26:00.000,-3819.841836,-4586.054200,2970.126471,5.090831,-5.079839,-1.315707
6 Jul 2024 21:26:30.000,-3665.174290,-4735.990536,2928.859987,5.219426,-4.915001,-1.435117
6 Jul 2024 21:27:00.000,-3506.731638,-4880.900175,2884.036728,5.342483,-4.744756,-1.552801
6 Jul 2024 21:27:30.000,-3344.681954,-5020.623606,2835.710593,5.459874,-4.569284,-1.668618
6 Jul 2024 21:28:00.000,-3179.197039,-5155.006781,2783.939754,5.571479,-4.388770,-1.782425
6 Jul 2024 21:28:30.000,-3010.452236,-5283.901288,2728.786588,5.677182,-4.203405,-1.894083
6 Jul 2024 21:29:00.000,-2838.626247,-5407.164523,2670.317604,5.776874,-4.013385,-2.003457
6 Jul 2024 21:29:30.000,-2663.900940,-5524.659846,2608.603361,5.870453,-3.818911,-2.110412
6 Jul 2024 21:30:00.000,-2486.461165,-5636.256740,2543.718386,5.957823,-3.620191,-2.214818
6 Jul 2024 21:30:30.000,-2306.494557,-5741.830955,2475.741082,6.038894,-3.417435,-2.316546
6 Jul 2024 21:31:00.000,-2124.191348,-5841.264654,2404.753639,6.113583,-3.210860,-2.415473
6 Jul 2024 21:31:30.000,-1939.744166,-5934.446551,2330.841938,6.181813,-3.000685,-2.511477
6 Jul 2024 21:32:00.000,-1753.347841,-6021.272045,2254.095446,6.243515,-2.787137,-2.604440
6 Jul 2024 21:32:30.000,-1565.199195,-6101.643354,2174.607118,6.298625,-2.570445,-2.694247
6 Jul 2024 21:33:00.000,-1375.496836,-6175.469633,2092.473279,6.347087,-2.350841,-2.780789
6 Jul 2024 21:33:30.000,-1184.440938,-6242.667091,2007.793515,6.388853,-2.128563,-2.863958
6 Jul 2024 21:34:00.000,-992.233027,-6303.159088,1920.670549,6.423882,-1.903851,-2.943652
6 Jul 2024 21:34:30.000,-799.075757,-6356.876230,1831.210115,6.452139,-1.676947,-3.019773
6 Jul 2024 21:35:00.000,-605.172697,-6403.756451,1739.520830,6.473597,-1.448097,-3.092227
6 Jul 2024 21:35:30.000,-410.728112,-6443.745081,1645.714062,6.488238,-1.217549,-3.160924
6 Jul 2024 21:36:00.000,-215.946747,-6476.794920,1549.903794,6.496048,-0.985553,-3.225780
6 Jul 2024 21:36:30.000,-21.033612,-6502.866290,1452.206485,6.497022,-0.752360,-3.286714
6 Jul 2024 21:37:00.000,173.806231,-6521.927098,1352.740927,6.491162,-0.518224,-3.343651
6 Jul 2024 21:37:30.000,368.367890,-6533.952877,1251.628096,6.478478,-0.283401,-3.396521
6 Jul 2024 21:38:00.000,562.446859,-6538.926826,1148.991006,6.458987,-0.048145,-3.445258
6 Jul 2024 21:38:30.000,755.839244,-6536.839839,1044.954550,6.432711,0.187285,-3.489802
6 Jul 2024 21:39:00.000,948.341974,-6527.690518,939.645352,6.399682,0.422634,-3.530099
6 Jul 2024 21:39:30.000,1139.753029,-6511.485185,833.191603,6.359939,0.657643,-3.566098
6 Jul 2024 21:40:00.000,1329.871646,-6488.237876,725.722910,6.313528,0.892056,-3.597755
6 Jul 2024 21:40:30.000,1518.498541,-6457.970334,617.370133,6.260501,1.125616,-3.625031
6 Jul 2024 21:41:00.000,1705.436113,-6420.711993,508.265229,6.200917,1.358067,-3.647891
6 Jul 2024 21:41:30.000,1890.488664,-6376.499957,398.541087,6.134844,1.589154,-3.666309
6 Jul 2024 21:42:00.000,2073.462605,-6325.378960,288.331366,6.062356,1.818622,-3.680260
6 Jul 2024 21:42:30.000,2254.166667,-6267.401330,177.770322,5.983533,2.046221,-3.689728
6 Jul 2024 21:43:00.000,2432.412111,-6202.626929,66.992644,5.898463,2.271699,-3.694701
6 Jul 2024 21:43:30.000,2608.012927,-6131.123090,-43.866718,5.807241,2.494809,-3.695173
6 Jul 2024 21:44:00.000,2780.786037,-6052.964539,-154.672723,5.709967,2.715306,-3.691144
6 Jul 2024 21:44:30.000,2950.551484,-5968.233312,-265.290406,5.606748,2.932947,-3.682619
6 Jul 2024 21:45:00.000,3117.132620,-5877.018660,-375.585041,5.497699,3.147494,-3.669610
6 Jul 2024 21:45:30.000,3280.356292,-5779.416955,-485.422314,5.382938,3.358712,-3.652132
6 Jul 2024 21:46:00.000,3440.053019,-5675.531585,-594.668479,5.262591,3.566367,-3.630207
6 Jul 2024 21:46:30.000,3596.057173,-5565.472841,-703.190531,5.136789,3.770232,-3.603863
6 Jul 2024 21:47:00.000,3748.207156,-5449.357796,-810.856365,5.005669,3.970083,-3.573132
6 Jul 2024 21:47:30.000,3896.345562,-5327.310180,-917.534943,4.869374,4.165701,-3.538052
6 Jul 2024 21:48:00.000,4040.319350,-5199.460239,-1023.096459,4.728053,4.356870,-3.498668
6 Jul 2024 21:48:30.000,4179.979997,-5065.944588,-1127.412497,4.581858,4.543380,-3.455029
6 Jul 2024 21:49:00.000,4315.183647,-4926.906061,-1230.356189,4.430947,4.725028,-3.407188
6 Jul 2024 21:49:30.000,4445.791261,-4782.493550,-1331.802376,4.275483,4.901613,-3.355206
6 Jul 2024 21:50:00.000,4571.668752,-4632.861844,-1431.627754,4.115633,5.072942,-3.299146
6 Jul 2024 21:50:30.000,4692.687123,-4478.171458,-1529.711028,3.951570,5.238827,-3.239077
6 Jul 2024 21:51:00.000,4808.722596,-4318.588459,-1625.933063,3.783470,5.399087,-3.175076
6 Jul 2024 21:51:30.000,4919.656739,-4154.284287,-1720.177027,3.611512,5.553544,-3.107220
6 Jul 2024 21:52:00.000,5025.376590,-3985.435560,-1812.328535,3.435881,5.702029,-3.035593
6 Jul 2024 21:52:30.000,5125.774770,-3812.223883,-1902.275794,3.256766,5.844380,-2.960285
6 Jul 2024 21:53:00.000,5220.749593,-3634.835639,-1989.909737,3.074356,5.980442,-2.881388
6 Jul 2024 21:53:30.000,5310.205162,-3453.461779,-2075.124154,2.888848,6.110064,-2.799000
6 Jul 2024 21:54:00.000,5394.051463,-3268.297614,-2157.815824,2.700438,6.233106,-2.713222
6 Jul 2024 21:54:30.000,5472.204449,-3079.542587,-2237.884636,2.509327,6.349433,-2.624160
6 Jul 2024 21:55:00.000,5544.586114,-2887.400061,-2315.233705,2.315718,6.458918,-2.531924
6 Jul 2024 21:55:30.000,5611.124569,-2692.077091,-2389.769492,2.119814,6.561443,-2.436627
6 Jul 2024 21:56:00.000,5671.754099,-2493.784200,-2461.401910,1.921824,6.656895,-2.338386
6 Jul 2024 21:56:30.000,5726.415230,-2292.735147,-2530.044433,1.721956,6.745171,-2.237321
6 Jul 2024 21:57:00.000,5775.054774,-2089.146695,-2595.614199,1.520420,6.826173,-2.133557
6 Jul 2024 21:57:30.000,5817.625882,-1883.238375,-2658.032108,1.317429,6.899814,-2.027219
6 Jul 2024 21:58:00.000,5854.088082,-1675.232246,-2717.222914,1.113195,6.966014,-1.918438
6 Jul 2024 21:58:30.000,5884.407311,-1465.352653,-2773.115317,0.907933,7.024701,-1.807348
6 Jul 2024 21:59:00.000,5908.555944,-1253.825978,-2825.642048,0.701858,7.075810,-1.694083
6 Jul 2024 21:59:30.000,5926.512809,-1040.880398,-2874.739944,0.495185,7.119286,-1.578782
6 Jul 2024 22:00:00.000,5938.263205,-826.745631,-2920.350025,0.288129,7.155082,-1.461586
6 Jul 2024 22:00:30.000,5943.798902,-611.652687,-2962.417558,0.080907,7.183159,-1.342636
6 Jul 2024 22:01:00.000,5943.118143,-395.833618,-3000.892127,-0.126265,7.203486,-1.222079
6 Jul 2024 22:01:30.000,5936.225631,-179.521263,-3035.727680,-0.333174,7.216041,-1.100060
6 Jul 2024 22:02:00.000,5923.132513,37.050996,-3066.882589,-0.539603,7.220811,-0.976728
6 Jul 2024 22:02:30.000,5903.856366,253.649494,-3094.319694,-0.745340,7.217790,-0.852231
6 Jul 2024 22:03:00.000,5878.421160,470.040524,-3118.006342,-0.950172,7.206981,-0.726722
6 Jul 2024 22:03:30.000,5846.857232,685.990595,-3137.914430,-1.153886,7.188395,-0.600353
6 Jul 2024 22:04:00.000,5809.201240,901.266681,-3154.020429,-1.356274,7.162053,-0.473275
6 Jul 2024 22:04:30.000,5765.496122,1115.636468,-3166.305416,-1.557127,7.127981,-0.345644
6 Jul 2024 22:05:00.000,5715.791039,1328.868608,-3174.755091,-1.756238,7.086216,-0.217614
6 Jul 2024 22:05:30.000,5660.141314,1540.732962,-3179.359792,-1.953403,7.036803,-0.089338
6 Jul 2024 22:06:00.000,5598.608372,1751.000847,-3180.114503,-2.148419,6.979795,0.039026
6 Jul 2024 22:06:30.000,5531.259670,1959.445280,-3177.018857,-2.341087,6.915251,0.167326
6 Jul 2024 22:07:00.000,5458.168617,2165.841220,-3170.077134,-2.531209,6.843240,0.295406
6 Jul 2024 22:07:30.000,5379.414502,2369.965806,-3159.298256,-2.718592,6.763841,0.423111
6 Jul 2024 22:08:00.000,5295.082407,2571.598602,-3144.695772,-2.903043,6.677136,0.550287
6 Jul 2024 22:08:30.000,5205.263112,2770.521833,-3126.287841,-3.084374,6.583219,0.676782
6 Jul 2024 22:09:00.000,5110.052999,2966.520622,-3104.097208,-3.262401,6.482190,0.802442
6 Jul 2024 22:09:30.000,5009.553943,3159.383222,-3078.151173,-3.436941,6.374158,0.927117
6 Jul 2024 22:10:00.000,4903.873197,3348.901242,-3048.481558,-3.607817,6.259238,1.050656
6 Jul 2024 22:10:30.000,4793.123276,3534.869870,-3015.124659,-3.774857,6.137553,1.172911
6 Jul 2024 22:11:00.000,4677.421832,3717.088084,-2978.121206,-3.937891,6.009233,1.293735
6 Jul 2024 22:11:30.000,4556.891531,3895.358865,-2937.516307,-4.096754,5.874414,1.412983
6 Jul 2024 22:12:00.000,4431.659924,4069.489397,-2893.359392,-4.251285,5.733241,1.530512
6 Jul 2024 22:12:30.000,4301.859318,4239.291278,-2845.704161,-4.401328,5.585863,1.646181
6 Jul 2024 22:13:00.000,4167.626645,4404.580717,-2794.608513,-4.546731,5.432438,1.759851
6 Jul 2024 22:13:30.000,4029.103316,4565.178733,-2740.134481,-4.687348,5.273130,1.871384
6 Jul 2024 22:14:00.000,3886.435081,4720.911356,-2682.348158,-4.823035,5.108107,1.980648
6 Jul 2024 22:14:30.000,3739.771873,4871.609808,-2621.319615,-4.953657,4.937548,2.087511
6 Jul 2024 22:15:00.000,3589.267648,5017.110694,-2557.122822,-5.079081,4.761634,2.191844
6 Jul 2024 22:15:30.000,3435.080228,5157.256169,-2489.835552,-5.199183,4.580553,2.293522
6 Jul 2024 22:16:00.000,3277.371134,5291.894109,-2419.539291,-5.313840,4.394498,2.392423
6 Jul 2024 22:16:30.000,3116.305421,5420.878271,-2346.319142,-5.422938,4.203668,2.488428
6 Jul 2024 22:17:00.000,2952.051515,5544.068449,-2270.263721,-5.526368,4.008266,2.581422
6 Jul 2024 22:17:30.000,2784.781039,5661.330631,-2191.465057,-5.624026,3.808503,2.671293
6 Jul 2024 22:18:00.000,2614.668642,5772.537143,-2110.018480,-5.715814,3.604591,2.757932
6 Jul 2024 22:18:30.000,2441.891821,5877.566802,-2026.022505,-5.801640,3.396749,2.841235
6 Jul 2024 22:19:00.000,2266.630737,5976.305042,-1939.578719,-5.881418,3.185201,2.921103
6 Jul 2024 22:19:30.000,2089.068025,6068.644054,-1850.791648,-5.955069,2.970172,2.997439
6 Jul 2024 22:20:00.000,1909.388600,6154.482895,-1759.768638,-6.022520,2.751895,3.070151
6 Jul 2024 22:20:30.000,1727.779466,6233.727602,-1666.619718,-6.083706,2.530603,3.139152
6 Jul 2024 22:21:00.000,1544.429520,6306.291285,-1571.457467,-6.138565,2.306533,3.204359
6 Jul 2024 22:21:30.000,1359.529358,6372.094221,-1474.396883,-6.187045,2.079927,3.265695
6 Jul 2024 22:22:00.000,1173.271079,6431.063938,-1375.555240,-6.229099,1.851026,3.323085
6 Jul 2024 22:22:30.000,985.848096,6483.135289,-1275.051949,-6.264686,1.620077,3.376460
6 Jul 2024 22:23:00.000,797.454937,6528.250524,-1173.008419,-6.293772,1.387326,3.425757
6 Jul 2024 22:23:30.000,608.287047,6566.359357,-1069.547908,-6.316331,1.153025,3.470916
6 Jul 2024 22:24:00.000,418.540594,6597.419019,-964.795378,-6.332340,0.917424,3.511883
6 Jul 2024 22:24:30.000,228.412266,6621.394308,-858.877345,-6.341787,0.680776,3.548608
6 Jul 2024 22:25:00.000,38.099075,6638.257629,-751.921730,-6.344664,0.443335,3.581048
6 Jul 2024 22:25:30.000,-152.201843,6647.989024,-644.057706,-6.340969,0.205356,3.609163
6 Jul 2024 22:26:00.000,-342.293429,6650.576198,-535.415551,-6.330710,-0.032904,3.632918
6 Jul 2024 22:26:30.000,-531.978894,6646.014540,-426.126488,-6.313897,-0.271190,3.652286
6 Jul 2024 22:27:00.000,-721.061920,6634.307131,-316.322537,-6.290551,-0.509244,3.667241
6 Jul 2024 22:27:30.000,-909.346864,6615.464756,-206.136354,-6.260696,-0.746811,3.677765
6 Jul 2024 22:28:00.000,-1096.638951,6589.505895,-95.701075,-6.224366,-0.983634,3.683845
6 Jul 2024 22:28:30.000,-1282.744481,6556.456716,14.849848,-6.181600,-1.219457,3.685474
6 Jul 2024 22:29:00.000,-1467.471032,6516.351051,125.382809,-6.132443,-1.454024,3.682648
6 Jul 2024 22:29:30.000,-1650.627656,6469.230364,235.764215,-6.076947,-1.687083,3.675371
6 Jul 2024 22:30:00.000,-1832.025084,6415.143707,345.860647,-6.015173,-1.918380,3.663652
6 Jul 2024 22:30:30.000,-2011.475914,6354.147667,455.539025,-5.947186,-2.147667,3.647504
6 Jul 2024 22:31:00.000,-2188.794807,6286.306299,564.666774,-5.873057,-2.374694,3.626947
6 Jul 2024 22:31:30.000,-2363.798672,6211.691062,673.111980,-5.792864,-2.599217,3.602005
6 Jul 2024 22:32:00.000,-2536.306850,6130.380735,780.743550,-5.706692,-2.820993,3.572710
6 Jul 2024 22:32:30.000,-2706.141292,6042.461337,887.431371,-5.614630,-3.039782,3.539095
6 Jul 2024 22:33:00.000,-2873.126742,5948.026039,993.046460,-5.516776,-3.255347,3.501201
6 Jul 2024 22:33:30.000,-3037.090909,5847.175070,1097.461121,-5.413229,-3.467455,3.459074
6 Jul 2024 22:34:00.000,-3197.864650,5740.015613,1200.549094,-5.304099,-3.675875,3.412764
6 Jul 2024 22:34:30.000,-3355.282139,5626.661701,1302.185710,-5.189498,-3.880381,3.362327
6 Jul 2024 22:35:00.000,-3509.181045,5507.234094,1402.248043,-5.069547,-4.080752,3.307823
6 Jul 2024 22:35:30.000,-3659.402701,5381.860150,1500.615054,-4.944370,-4.276768,3.249317
6 Jul 2024 22:36:00.000,-3805.792267,5250.673688,1597.167746,-4.814097,-4.468218,3.186880
6 Jul 2024 22:36:30.000,-3948.198891,5113.814840,1691.789303,-4.678863,-4.654893,3.120587
6 Jul 2024 22:37:00.000,-4086.475858,4971.429892,1784.365236,-4.538810,-4.836591,3.050519
6 Jul 2024 22:37:30.000,-4220.480733,4823.671127,1874.783515,-4.394082,-5.013115,2.976758
6 Jul 2024 22:38:00.000,-4350.075502,4670.696659,1962.934706,-4.244828,-5.184273,2.899395
6 Jul 2024 22:38:30.000,-4475.126704,4512.670268,2048.712095,-4.091203,-5.349879,2.818521
6 Jul 2024 22:39:00.000,-4595.505563,4349.761229,2132.011818,-3.933365,-5.509753,2.734233
6 Jul 2024 22:39:30.000,-4711.088122,4182.144142,2212.732981,-3.771477,-5.663721,2.646634
6 Jul 2024 22:40:00.000,-4821.755368,4009.998747,2290.777785,-3.605706,-5.811613,2.555827
6 Jul 2024 22:40:30.000,-4927.393363,3833.509740,2366.051641,-3.436223,-5.953268,2.461923
6 Jul 2024 22:41:00.000,-5027.893364,3652.866572,2438.463292,-3.263203,-6.088532,2.365033
6 Jul 2024 22:41:30.000,-5123.151935,3468.263246,2507.924922,-3.086824,-6.217255,2.265274
6 Jul 2024 22:42:00.000,-5213.071057,3279.898102,2574.352262,-2.907270,-6.339297,2.162767
6 Jul 2024 22:42:30.000,-5297.558221,3087.973604,2637.664699,-2.724725,-6.454523,2.057635
6 Jul 2024 22:43:00.000,-5376.526520,2892.696115,2697.785364,-2.539377,-6.562809,1.950004
6 Jul 2024 22:43:30.000,-5449.894733,2694.275678,2754.641233,-2.351418,-6.664034,1.840003
6 Jul 2024 22:44:00.000,-5517.587401,2492.925795,2808.163206,-2.161040,-6.758087,1.727766
6 Jul 2024 22:44:30.000,-5579.534903,2288.863201,2858.286197,-1.968440,-6.844865,1.613427
6 Jul 2024 22:45:00.000,-5635.673531,2082.307635,2904.949210,-1.773815,-6.924270,1.497124
6 Jul 2024 22:45:30.000,-5685.945552,1873.481603,2948.095413,-1.577366,-6.996215,1.378997
6 Jul 2024 22:46:00.000,-5730.299271,1662.610144,2987.672212,-1.379295,-7.060619,1.259188
6 Jul 2024 22:46:30.000,-5768.689083,1449.920587,3023.631311,-1.179806,-7.117410,1.137841
6 Jul 2024 22:47:00.000,-5801.075520,1235.642302,3055.928773,-0.979105,-7.166524,1.015103
6 Jul 2024 22:47:30.000,-5827.425291,1020.006458,3084.525073,-0.777396,-7.207906,0.891122
6 Jul 2024 22:48:00.000,-5847.711312,803.245776,3109.385142,-0.574889,-7.241506,0.766046
6 Jul 2024 22:48:30.000,-5861.912734,585.594280,3130.478416,-0.371791,-7.267287,0.640027
6 Jul 2024 22:49:00.000,-5870.014967,367.287053,3147.778868,-0.168311,-7.285217,0.513217
6 Jul 2024 22:49:30.000,-5872.009699,148.559983,3161.265044,0.035341,-7.295274,0.385768
6 Jul 2024 22:50:00.000,-5867.894909,-70.350485,3170.920095,0.238955,-7.297442,0.257834
6 Jul 2024 22:50:30.000,-5857.674873,-289.207607,3176.731794,0.442322,-7.291717,0.129570
6 Jul 2024 22:51:00.000,-5841.360161,-507.774596,3178.692561,0.645232,-7.278101,0.001131
6 Jul 2024 22:51:30.000,-5818.967634,-725.814877,3176.799469,0.847475,-7.256606,-0.127328
6 Jul 2024 22:52:00.000,-5790.520426,-943.092345,3171.054254,1.048842,-7.227251,-0.255651
6 Jul 2024 22:52:30.000,-5756.047923,-1159.371620,3161.463317,1.249127,-7.190065,-0.383683
6 Jul 2024 22:53:00.000,-5715.585734,-1374.418297,3148.037714,1.448120,-7.145085,-0.511270
6 Jul 2024 22:53:30.000,-5669.175661,-1587.999207,3130.793155,1.645618,-7.092355,-0.638255
6 Jul 2024 22:54:00.000,-5616.865663,-1799.882663,3109.749980,1.841415,-7.031931,-0.764485
6 Jul 2024 22:54:30.000,-5558.709805,-2009.838719,3084.933148,2.035308,-6.963873,-0.889806
6 Jul 2024 22:55:00.000,-5494.768215,-2217.639421,3056.372202,2.227097,-6.888253,-1.014067
6 Jul 2024 22:55:30.000,-5425.107019,-2423.059060,3024.101241,2.416582,-6.805149,-1.137116
6 Jul 2024 22:56:00.000,-5349.798280,-2625.874419,2988.158877,2.603567,-6.714650,-1.258803
6 Jul 2024 22:56:30.000,-5268.919921,-2825.865023,2948.588192,2.787858,-6.616849,-1.378979
6 Jul 2024 22:57:00.000,-5182.555650,-3022.813374,2905.436685,2.969263,-6.511851,-1.497500
6 Jul 2024 22:57:30.000,-5090.794875,-3216.505192,2858.756222,3.147594,-6.399766,-1.614219
6 Jul 2024 22:58:00.000,-4993.732620,-3406.729651,2808.602969,3.322665,-6.280714,-1.728995
6 Jul 2024 22:58:30.000,-4891.469429,-3593.279608,2755.037334,3.494293,-6.154821,-1.841688
6 Jul 2024 22:59:00.000,-4784.111271,-3775.951838,2698.123891,3.662299,-6.022222,-1.952160
6 Jul 2024 22:59:30.000,-4671.769433,-3954.547258,2637.931313,3.826509,-5.883058,-2.060275
6 Jul 2024 23:00:00.000,-4554.560407,-4128.871155,2574.532283,3.986750,-5.737479,-2.165901
6 Jul 2024 23:00:30.000,-4432.605773,-4298.733402,2508.003412,4.142855,-5.585641,-2.268910
6 Jul 2024 23:01:00.000,-4306.032073,-4463.948672,2438.425146,4.294661,-5.427708,-2.369174
6 Jul 2024 23:01:30.000,-4174.970681,-4624.336646,2365.881668,4.442009,-5.263850,-2.466570
6 Jul 2024 23:02:00.000,-4039.557667,-4779.722209,2290.460798,4.584744,-5.094244,-2.560980
6 Jul 2024 23:02:30.000,-3899.933663,-4929.935653,2212.253889,4.722717,-4.919073,-2.652287
6 Jul 2024 23:03:00.000,-3756.243716,-5074.812862,2131.355714,4.855783,-4.738527,-2.740379
6 Jul 2024 23:03:30.000,-3608.637141,-5214.195498,2047.864356,4.983803,-4.552802,-2.825148
6 Jul 2024 23:04:00.000,-3457.267368,-5347.931187,1961.881089,5.106641,-4.362098,-2.906490
6 Jul 2024 23:04:30.000,-3302.291786,-5475.873687,1873.510253,5.224169,-4.166624,-2.984303
6 Jul 2024 23:05:00.000,-3143.871574,-5597.883054,1782.859130,5.336263,-3.966592,-3.058493
6 Jul 2024 23:05:30.000,-2982.171536,-5713.825806,1690.037814,5.442805,-3.762220,-3.128968
6 Jul 2024 23:06:00.000,-2817.359926,-5823.575067,1595.159072,5.543683,-3.553730,-3.195641
6 Jul 2024 23:06:30.000,-2649.608278,-5927.010711,1498.338214,5.638790,-3.341350,-3.258429
6 Jul 2024 23:07:00.000,-2479.091228,-6024.019501,1399.692949,5.728027,-3.125312,-3.317255
6 Jul 2024 23:07:30.000,-2305.986334,-6114.495216,1299.343241,5.811298,-2.905852,-3.372047
6 Jul 2024 23:08:00.000,-2130.473890,-6198.338777,1197.411165,5.888516,-2.683209,-3.422736
6 Jul 2024 23:08:30.000,-1952.736745,-6275.458363,1094.020756,5.959598,-2.457628,-3.469259
6 Jul 2024 23:09:00.000,-1772.960104,-6345.769519,989.297852,6.024470,-2.229355,-3.511559
6 Jul 2024 23:09:30.000,-1591.331339,-6409.195260,883.369943,6.083062,-1.998642,-3.549584
6 Jul 2024 23:10:00.000,-1408.039785,-6465.666158,776.366010,6.135313,-1.765741,-3.583287
6 Jul 2024 23:10:30.000,-1223.276539,-6515.120426,668.416362,6.181166,-1.530909,-3.612626
6 Jul 2024 23:11:00.000,-1037.234256,-6557.503985,559.652481,6.220574,-1.294404,-3.637564
6 Jul 2024 23:11:30.000,-850.106947,-6592.770532,450.206851,6.253495,-1.056485,-3.658071
